label,text
3,风可以加快水的蒸发，升温可以加快水的蒸发
3,头发上水蒸发吸热所以感觉冷，吹风机吹风加快空气流动，加快蒸发，风是暖的，水受热温度上升，蒸发加快，风暖和，头发受热感受不到冷
1,头发里水分的汽化吸热，会感觉到冷，吹风机里温暖的空气，补充汽化所散失的热量，且吹风机下流动快。
3,水分温度升高，空气流动加快，加快了水的蒸发
1,空气吹风使周围空气流速大，且周围空气温度升高，所以头发吹干
1,温度高，分子运动加剧，水吸热速率加快蒸发速率加快，水更快地汽化为水蒸气。
2,热空气可以提高蒸发速率，蒸发吸热，提供热量可以加快头发上小水珠蒸发。
1,①提高风的温度②加快空气流通速度可以加快水蒸发很冷因为水蒸发吸热。
2,风速和高温加快了水的蒸发
1,水蒸发吸热，温暖的空气为其蒸发提供了更多热量，空气流动加大了空气与水的接触。
1,空气流速快，温度高，表面积大，蒸发越快
2,头发上有水，吹风机吹出的空气温度较高会促进蒸发，吹风机不断吹出空气促进蒸发。
1,增加头发表面空气流动速度，加快蒸发
1,水遇热分子做剧烈无规则运动，上方空气流速快，加快蒸发
2,头发上的小水珠在空气中遇热蒸发吸热，感觉很冷。吹风机可以加快空气的流动速度，加快了水的蒸发，并提高了头发的温度，所以头发很快变干。
3,头发是湿的，上面有水，水蒸发吸热，所以会感觉很冷。吹风机吹出温暖的空气（大约50℃）加快气体流动速率，升高温度，加快蒸发，所以很快头发就被吹干了。
3,吹风使头发加大了与空气接触面积，加上热空气风速快的流通，加快了头发上水分的挥发，使头发快干
2,风速和高温可以加速水分的蒸发。
3,蒸发吸热，所以感觉很冷。因为温度升高和液体上方空气流速增大，所以蒸发快。
0,水的比热容较大
3,头发上的水蒸发吸热，所以冷，吹风机吹风加快空气流速使蒸发变快，风是暖的，水受热温度上升，蒸发加快
3,湿的头发蒸发吸热所以会感觉很冷，用吹风机吹头发，增大了空气流动速度，增加了温度，使得水蒸发得更快，所以头发很快就吹干了
2,A、感觉很冷，头发上的水珠蒸发吸热。B、吹出暖风，暖空气与冷空气进行能量交换，使温度总体升高蒸发速率加快
2,水蒸发，加热可以使水蒸发加快
2,蒸发吸热，空气流速变大，蒸发快
3,头发上的水蒸发吸热，所以感觉冷，吹风机吹风加快空气流速，蒸发加快，吹出的风是暖的，水受热温度上升，蒸发加快。
1,吹风机增加空气流速，增加温度，加快水的蒸发。
3,空气流动和高温可以加速水蒸发
3,头发上的水珠蒸发吸热，所以感觉很冷，吹风机吹风加快空气流速，使蒸发速度变快，风是暖的，水受热温度上升，蒸发变快所以头发很快吹干。
1,水上方气流速度变快，加快水蒸发。
3,电吹风吹出的热风加快了空气流动，提高温度，加快了水分蒸发，使头发被吹干
3,吹风使风速流通，热风加快表面水分散失，挥发使头发吹干
3,①吹风机的空气温度较高，可以加快水的蒸发②吹风机加快空气流动速度，使水蒸发变快
1,头发上的水发生了汽化
2,吹风时风速变快，加快头发上水的蒸发周围空气温度高
3,蒸发吸热吹风机吹风加快空气流速，蒸发加快，水变热温度上升，蒸发加快
2,头发是湿的因为头发上有冷的小水珠在受到由吹风机的暖空气后受热蒸发，故头发吹干
1,蒸发吸热，所以感到冷，头发是黑色，黑色吸热，所以不冷，速率大所以干的快。
3,吹风机加速空气流动，且使头发周围空气温度升高，促进头发蒸发的速度变快。
3,冷：水蒸发吸热，头发热量减少，感觉很冷。吹风机：①吹风机吹出的风风速大，加快头发表面水的蒸发。②温度50℃，水蒸发速度快。
4,1.水汽化吸热，所以感觉冷；2。提高液体温度，液体上方的空气流速，能加快液体汽化速度，能很快吹干。
4,使用吹风机的温暖的空气吹头，加快了头发上液体的表面上方空气流速，以及提高了液体的温度，加快了水的蒸发，所以很快就吹干了。
3,感觉很冷：水蒸发吸热。头发吹干：增加液体表面流速和温度可以加快水的蒸发。
2,①产生了汽化现象②吹风机加快了液体表面流速，加速了汽化的速度，产生的蒸发现象不需温度的高低，与空气温度无关。
3,吹风机可以增大头发表面空气流速，提高头发温度，从而加速头发上水分蒸发，快速吹干。
4,头发是湿的，蒸发吸热，所以小红感觉很冷。吹风机吹出温暖的空气，加快液体上方空气流速，提高液体温度，加速水汽化，因此水很快吹干了。
4,①感觉冷：头上的水蒸发吸热②吹干：吹风机使头发上方的空气流速变快，并使水的温度升高，加速了水的蒸发，所以头发很快吹干。
4,吹风机可以加快空气流速，50℃大于常温，所以温度升高了，升温于加快空气流速能使头发里的水分加快蒸发。
4,头发的水如果自然汽化，会很慢，吹风机加快液体上方空气流速，使液体温度升高，所以汽化加快，很快将头发吹干。
1,吹风机加快水的蒸发
4,头发中有水分，汽化吸热，所以小红感到冷。吹风机可以使水分表面空气流速增加，水温度提高，加速水的汽化，所以头发很快会干。
1,水发生蒸发现象，吹风机提高液体温度，同时加快液体表面空气流速，因此蒸发变快。
4,感觉冷：湿头发在常温室内汽化吸热，使头发温度降低，所以感觉冷。吹干了：吹风机吹出温暖的风，加快了头发表面空气流速，提高了头发温度，加快了头发上水的汽化，所以头发很快吹干了
2,水在头发上，吹风机吹出的风会加快液体上方空气流速，使头发上的水更快蒸发。
2,头发上的小水珠因被热风吹，吸热汽化成水蒸气。
3,吹风机可以提高液体温度并加快液体表面空气流速，从而加快头发上水分蒸发，将头发吹干。
2,刚洗完头，感觉很冷是因为洗完头，头发上有水，水汽化吹热，用吹出暖风的吹风机很快就能吹干是因为水汽化的快慢与周围的温度和上表面空气流速有关，所以很快就干了。
1,温度升高，蒸发加快。
4,湿头发中的水分蒸发吸热，所以感觉冷。吹风机吹出温暖的空气可以加速空气流速，提高头发周围的温度，可以加速蒸发，故干得快。
3,头发吹干要将水汽化，吹风机可以提高温度，加快表面空气流速，从而加快头发上的水的汽化。
1,液体的蒸发速率与液体表面空气流速与温度有关。表面空气流速越大，温度越高，液体蒸发越快。
2,温度较高时，湿的头发上的水珠蒸发较快，水分蒸发后头发便干了。
2,因为湿头发遇到热的水蒸气，会遇热汽化，湿发会汽化，所以头发会变干。
4,小红洗完头，头发湿，感到冷是由于头发上的水蒸发吸热，带走了人体的部分热量。吹风机在吹头发时，增加了头发周围的温度，同时加快了头发附近的空气流速，将部分附着在头发表面的水吹散，增大了其表面积，使头发上的水的蒸发速度加快，从而使头发被很快吹干。
4,感觉很冷是因为头发上的水汽化，吸热。很快就将头发吹干了是因为吹风机加快了头发上的水表面的空气流速以及其温度，所以使其蒸发（汽化）变快。
1,吹风机加快了液体上方空气流度及液体温度，导致蒸发加速
3,吹风机加快了头发上方的空气流速以及增加温度从而导致蒸发加快。
3,影响蒸发快慢的因素有空气流速，温度，空气流速越大，温度越高，液体蒸发越快，于是很快吹干。
3,头发上的水分蒸发，①加快了头发表面的空气流速，②增加了头发周围空气温度，③增加了头发接触空气的表面积
4,①由于小红头发上的水汽化吸热，所以感觉冷②吹风机吹头发加快液体表面空气流速，吹风机吹出空气温度大于头发上水的温度，发生热传递，使液体升温，所以加快了汽化进程，所以干的快
4,感到冷是因为头发上的水汽化吸热而吹风机吹出温暖空气使温度升高，空气流动速度变快且面积增大，所以头发很快吹干。
4,①头发上的水汽化吸热，使头发温度下降，感觉很冷。②吹风机使头发水上方的空气流速变大，水温度变高，加快水的汽化。
3,温暖的空气可以使物体温度升高，空气流速变快，加速头发中水的蒸发汽化。
4,头发上有残留的水珠，水珠汽化吸热，所以感觉很冷，吹风机吹头发，可加快水珠表面空气流速，增加了水的温度，加快汽化所以很快将头发吹干。
3,使用吹风机，增大头发表面的空气流速并提高温，加快头发水分的汽化
1,吹出温暖的空气使温度升高，空气流速变快，加快蒸发速率。
1,吹风机吹出的热风加快空气流速，使水分迅速蒸发。
1,提高液体温度使液体汽化加快
4,头发上的水蒸发（汽化）吸热，所以感到冷。吹头发，也是汽化，由于温度高，液表空气流速快，所以汽化更加巨烈，很快干。
2,①头发是湿的，感觉很冷水蒸气吸热，带走热量，起降温作用。②“很快吹干”：液体的温度，液体表面的空气流速，均可影响液气蒸发的速度。
3,①刚洗完头，头发上的水珠汽化吸热，感觉冷②温度升高，汽化（蒸发）变快，液体上表面流速变快，汽化也加快
3,①头发是湿的，吹风机给升高了温度，加快了水的蒸发②同时吹风机加快了空气流速，加快了头发水的蒸发
2,刚洗完头时，头发是湿的，头发上的水汽化吸热，所以感觉很冷。吹风机吹出的空气的温度较高，使头发的水遇热迅速汽化，而温度越高，蒸发速度越快，所以头发很快就干了
2,温度较高，吹风机加快空气流速，加快了液体蒸发速度，所以很快就将头发吹干了
2,吹风机吹出风使湿润的头发表面温度提高，空气流速加快，所以吹干了。
3,吹风机吹出温暖的空气，即提高头发上水表面的空气流速，又提高了水的温度，加快了水的汽化，使头发干得快。
2,头发湿的时候头发丝上附着的水分从皮肤吸热蒸发所以小红感觉很冷。吹风机吹出的暖风可以使水分吸热蒸发，所以很快就吹干了。
1,提高液体温度，加快气体上方流速，增加表面积，加快蒸发。
1,吹风机呼出的热风会加快液体表面空气流速，升高水珠温度，加快蒸发
2,吹风机吹出的温暖空气使头发上的水发生汽化。刚洗完头感到冷是因为水汽化吸热。
0,吹风机吹热的空气，遇到冷的头发使头发上的水发生了液化，所以头发干了。
3,感觉很冷的原因是头发上的小水珠正在蒸发，吸收了热量，用吹风机吹头发使蒸发速度加快，所以很快就将头发吹干了。
2,风与热加速了水的蒸发。
3,刚洗完头，头上的水滴遇热汽化吸热，所以感觉很冷。吹风机吹出温暖的空气，提升了温度，也使水滴上方空气流速加快，加速了水滴蒸发，所以很快就吹干了。
2,提高温度，加大空气流速使蒸发变快，水分汽化成了水蒸气。
2,因为吹风机加热了温度，加快了液体上方空气流速。
2,吹风机①加快了空气流速，②温差变大，③增加了液体表面积，加快了液化现象。
2,小红在吹头发时，吹风机吹出的空气可以把头发上的水蒸发
3,吹风机可以加快水表面的空气流速；增大水的表面积，提高水的温度，所以头发很快就干了
2,吹风机吹温暖的空气是提高正在汽化的物体的温度，这种方法能使其汽化加快。
1,水蒸发汽化吸热。
3,头发上的水珠蒸发吸热，所以小红感觉冷，吹风机的风升高了头发上的温度，所以蒸发速度加快。
2,因为吹风机加快了头发外表水分的蒸发
2,因为拿吹风机吹头发就相当于增加了物体表面空气流速，所以使蒸发更快
3,感觉冷是因为头发上的水蒸发吸热，很快就将头发吹干是因为加快了液体表面的空气流速
2,增大了空气流速，提高了温度，所以使蒸发变快
2,头发上的水汽化，增加液体表面空气流速和液体温度能加快汽化
2,吹风机温度较高加速了头发中水的汽化速度。
3,头发是湿的是水变为气体汽化，汽化吸热所以感到冷。吹出暖空气，水的上方空气流速变大，加速汽化，热量温度变高加速汽化。
2,吹风机吹出温暖的空气，使头发上的水蒸发变干
3,冷是因为水蒸发吸热；吹风机吹出风，增加了水面空气流速，且热风使水温度增加，使水加速蒸发。
1,水汽化吸热，所以感觉冷。
2,吹风机吹出的温暖空气，促进头发上的水蒸发。
2,吹风机加快了液体表面上方空气流速
3,液体汽化与液体表面空气流速和温度有关，吹出的暖风加快了空气流速，又因为温度是暖的所以很快干了
2,因为头发上的水遇到热的空气，蒸发吸热变成水蒸气，将头发上的水带走，头发就干了。
2,因为气体温度较高和液体上方空气流速加快能加快水的蒸发速度
3,头发上的水发生了汽化，而汽化时吸热，所以会导致小红感觉冷；温暖的空气可以使头发上的水加快汽化，因为吹出的空气具有温度，使头部的温度上升，所以头发很快就干了。
2,用50℃吹冷水，使水遇热汽化了，成为水蒸气，于是头发干了。
3,加快液体蒸发的方法①加温度②加表面积③加快上方空气流速。吹风机吹热风，在顺头发时将水摊开，且吹出的风流速快，能加快头发上水蒸发，使其快速变干。
3,水的汽化吸热具有制冷作用，吹风机吹出热风，加快头发上的水表面空气流速与温度，可以加快汽化。
2,因为使用吹风机改变了头发上水的表面空气流速会加快水的蒸发。
2,吹风机加大头发附近空气流速，提高温度，加速了头发水的蒸发
2,吹风机加速了上方空气流速。温度和表面积加速了水的蒸发。（汽化）
2,用吹风机吹头发时，它会使头发上面空气流速变大，同时空气的温度较高，水就烧开了。
2,吹风机吹风加快了头发上水表面的空气流速，加快蒸发
3,感觉冷：头发上的水遇到空气汽化（蒸发）了。吹干：头发上的水遇到温暖的空气汽化（蒸发）了。
2,吹热风，使头发上的水珠发生蒸发，所以很快头发就干了
1,空气的热量加速了水的蒸发
2,水分从液态变为气态生化，增加表面积和温度，可以加强水分蒸发
2,吹头发可以增加温度，加快物体上方空气流速，从而加快水的蒸发。
1,物体温度越高，蒸发越快
0,流速越大，流体压强越小
2,“很快就将头发吹干了”是因为吹风机提供热量，将头发上的水蒸发了。
3,吹风机吹出的热风将头发上的水珠蒸发，热风还加快了头发上水珠表面流速，头发上的水珠加速蒸发
2,头发上面有小水珠，遇到热空气，蒸发成水蒸气。
2,电风扇中的电能转化为内能传递给了小红，热传递，水被蒸发了
1,感觉冷是因为水升华吸热，头发吹干是因为吹风机吹出的风是暖风且可以增大空气流速，使水生化
1,水蒸发了
2,增大发丝表面空气流速加快水的蒸发，温度升高分子运动加快加速水的蒸发
2,温度升高，散在头发上的水，受热蒸发成水蒸气飘在空中。
0,风吹干了
1,散开的头发增大吹风面积，温度高，水蒸发。
4,头发湿有水蒸发吸热所以感觉冷，头发很快就干了，因为温度升高，XX空气的行动，使水蒸发的速度更快
1,吹风机吹出的空气将头发的水蒸发了。
1,吹风机吹出的风的温度把头发上的水蒸干了
2,由于头发是湿的所以温度低使局部温度过冷。用吹风机是为了增快头发表面流速使其吹干
1,吹风机的暖风将头发上的水蒸发了。
1,吹风机吹出热风温度（大约50摄氏度）比头发的温度高，进行蒸发。
2,加快水的蒸发可以增加温度和物体表面气体流速
0,因为吹风机可以吹出热风可以把湿的头发吹干
1,温度越高，水分蒸发的越快
1,温度较高，冷的头发干的越快
1,水的蒸发快慢与温度有关
1,热风加快了水蒸发的速率
2,吹风机吹出的热风使头发丝上的水蒸发
0,湿头发吸热
1,水分被蒸发了。
2,吹风机吹出热风，使头发上的水分受热蒸发，使头发被热风吹干。
1,因为温度高使头发上的水蒸发了。
1,因为温度升高使水蒸发了
0,因为头发干了
1,头发上的水被蒸发掉。
0,因为头发中的水吹干了，水升华
0,因为吹风机吹出来的是热风，使头发上的水蒸发
1,在温暖的空气中，水蒸发了。
2,水遇空气会蒸发，吹风机风速大能快速吹干头发
1,温度高蒸发了水蒸气。
0,因为吹风机可以将头发吹干，吹风机吹出的热风在空气中快速形成一道水雾让头风充分吸收。
0,热胀冷缩
4,吹风机吹出暖空气，升高了温度，且加快了空气流速，使头发上的水汽化，所以头发干得快。
4,加快液体蒸发的因素有温度，表面积，空气流速。在本实例中吹风机吹出的风加快了头发表面可以流速，同时升高了头发周围的温度，加快了头发上的水蒸发，使头发很快被吹干
3,吹风机吹出温暖的空气，头发上的水汽化，同时吹风机使空气流速变大，水汽化蒸发更快。
2,吹风机使周围空气流速增快，加快水的蒸发，所以很快就吹干了。
2,空气流速越快蒸发越快。温度越高，蒸发越快。
2,温暖的空气比常温温度高，所以将头发中所含的水蒸发了，所以很快头发便被吹干了
4,湿头发蒸发吸热使温度降低所以感觉冷，吹风机吹出温暖的空气使温度升高，空气流速变快使蒸发变快，所以头发吹干。
1,温度升高，使其蒸发变快。
2,吹出的温暖空气在湿的头发上，可以使头发上的水汽化，从而使头发被吹干
3,小红刚洗完头，小水滴气化变为气态放热，温度降低，所以感觉很冷，在吹头发时，空气流速增大，蒸发快，所以很快头发就吹干了。
3,水遇冷空气降温，所以会变冷，当吹风机吹出热空气，遇到水珠，会升温蒸发，空气流速快，头发很快会干。
2,热空气能加速水分蒸发，使头发的水从液态变成气态，头发也就干了。
3,①把头发吹干是汽化，使液态变为汽态，水分被散失。②用吹风机加快空气流速，③温度高，加快汽化。
3,因为蒸发会吸热，所以很冷，虽然会加速蒸发，但是温暖的风，所以在加速蒸干时且会较温暖。
3,温度越高，分子运动越剧烈，水蒸发越快，所以头发很快吹干
4,水在头上时会蒸发，导致吸热，使头发感觉到冷，而吹风机吹出温暖的空气可以加快头发蒸发，但吹出温度高即使蒸发也不会感到冷，所以头发很快就干了。
2,温度升高，水被蒸发，空气流速增大，水分子运动强烈。
2,头发上的水，受吹风机吹出温暖的空气，汽化变成气体，散入空气中，所以头发吹干了。
1,当热空气遇到冷的头发时，会把水分吹干蒸发。
1,热空气加快水发蒸发
1,头发上的水珠被吹风机吹来的温暖空气汽化使水变成气体，，放入空气中，所以头发吹干了。
2,头发感觉冷是因为蒸发吸热，风可以加快蒸发
3,水蒸发吸热，吹风机吹的是热风，提供了水蒸发所需要发热量，且空气的速度快。
1,头发上的水分受吹风机吹出的温暖空气的影响吸热蒸发。
1,50°的空气吹在头发上的水上，水的温度升高，发生了蒸发
0,水蒸发吸热，用热风吹很快就干了。
1,小水珠通过吹风机吹出的50℃的暖风被蒸发，头发变干
2,吹风机吹出的温暖空气加快空气的流动，使湿的头发干得更快。
1,水蒸发吸热
1,温暖空气让水分蒸发了
3,因为空气流速加快，增快了水汽化的速度，加大温度，加快了水蒸发的速率
0,因为水的比热容大
2,水蒸发吸热，用热风很快吹干
1,温度开高，水蒸发
2,吹风机吹出的是暖风，通风能加速使头发干，温度高使水分蒸发，所以干的快
1,蒸发；把水蒸发成气态的水在空中。
1,温度高，头发干的快
1,蒸发
1,吹风机吹出的热量把头上的水给吹干了。
3,分子永不停息的运动，湿头发中的水遇热后蒸发，头发就变干了。
2,温度越高，空气流动速度越快，蒸发越快
3,“头发”吸收热量，吹风机使空气流动速度变快，头发上的水很快便蒸发了。
1,蒸发现象
2,温度越高，分子运动越剧烈。蒸发现象
1,暖气把头发吹干了
1,吹风机放出的热量把头上的水给吹干了。
1,吹风机放出的热量把头发上的水蒸发了
1,吹风机里吹出的热风把头发上的水蒸发了。
0,吹风机吹热
1,吹风机欢出热气将头发上的水蒸发了。
1,蒸发现象
1,蒸发现象
1,物理现象，水遇热蒸发
1,吹风机吹出来的热风，将头发上的水珠蒸发了。
1,吹风机吹出的热风让附着在发丝上的水分子蒸发了。
0,头发的温度小于吹风机吹出来的温度，所以吹出的是暖气。
2,吹风机吹出来的热风把头发上的水蒸发了，所以头发就干了。
1,吹风机吹出来的热风将头发上的水珠蒸发了
1,温暖的空气加快了分子的运动
1,加快了头发表面的空气流动使表面的水分干的更快。
1,蒸发现象
1,空气与温度的分子运动可以让头发快速吹干
1,吹风机吹的热风蒸发了水分子
1,蒸发现象
0,热传递
1,吹风机发出的热量把头发上的水蒸发了
1,加快了头发表面的空气流动，使表面的水分干的快。
1,因为吹风机吹热量把头发吹干
1,吹风机吹的热风让附着在发丝上的水分子蒸发了
1,蒸发现象
1,吹风机吹出来的热风把头发上的水蒸发的
0,热胀冷缩热风会把头发甩干
3,小红头发由湿变干，由液态变为气态，而吹风机作用加快蒸发。
1,冰糖在这杯水中的溶解度足以让冰糖完全溶解。
4,冰糖溶解在水中，形成溶液，冰糖以分子形式在水中游离，因为分子很小所以看不到
4,冰糖被水溶解，水位升高。冰糖主要成分为蔗糖，为分子晶体易溶于水，糖类通式为Cn(H2O)m，又称为“碳水化合物”，易溶于水。
1,冰糖在水中溶解形成肉眼无法看到的样子。
3,糖分子在水中移动，分散在水中，肉眼看不见，故消失
2,水分子是极性分子，易与其他物质溶解。
4,冰糖的主要成分为葡萄糖易溶于水，进入水中形成溶于水分子，达到人类肉眼无法看到的程度且水的量在适量范围内
4,扩散现象。冰糖分子在水中移动，分子在不停地无规则运动中。
0,化了
4,组成冰糖的微粒在水中不断运动，从而溶解在水中，水分子携带冰糖的微粒，因此冰糖看似消失了，实际上是分子成游离态游离在水中，肉眼无法看到。
1,冰糖溶解了
3,冰糖中冰糖分子遇水分子结合。冰糖融于水这是物体的属性
4,冰糖在水中溶解为小分子（人眼无法观察到），分散在水中。
1,冰糖溶解在水中。
1,冰糖在水中溶解为小分子物质。
2,冰糖遇热熔化，从固体变为液体，与水相融
4,冰糖是一个易溶于水的固体，当冰糖被放入水中时，冰糖溶解于水中，冰糖从固体变为了冰糖分子在水中
0,冰糖在水中溶解了
3,①冰糖在水中溶解②物质具有溶解性，当固体放到水中都会溶解，世上没有绝对不溶于水的固体（已存）。
2,冰糖分子扩散到水中
1,冰糖在水里消失是冰糖发生了溶解。
4,在烧杯中冰糖分子扩散，处于永不停息的无规则运动中，所以冰糖消失了
0,冰糖溶解了
4,冰糖在水中分解成分子的形式，游离在各个水分子间，在水中扩散至消失，蔗糖分子处于永不停歇的无规则运动之中。
1,冰糖在水中融解
3,将冰糖放入水中后冰糖溶于水中，并消失，由分子变成离子充分混合在水中。
2,冰糖溶解在水中，并使溶液呈饱和状态
1,冰糖溶解了
4,分子间是有空隙的，水糖进入水中慢慢融化，成蔗糖分子做无规则运动，进入水分子间的空隙
4,冰糖被水溶解，冰糖被分成很多分子，在水中做无规则运动。
0,冰糖融化在水中。
1,冰糖在水中溶解
4,冰糖溶解，分子处在永不停息地无规则运动中，糖扩散到了水中。
3,冰糖在水中溶解，以冰糖分子的状态分散在水中
1,冰糖溶于水
3,冰糖分子分解成原子后与水分子结合。
1,冰糖被水溶解，水中浓度过低，需要将冰糖稀释以至烧杯中同一浓度。
0,冰糖在水中融化
0,冰糖在水中融化了
0,冰糖在水中融化
3,固体冰糖在水中进行分解，以人类不可观测到的分子形式均匀地散播到水的每一处地方。
1,冰糖融点低，融于水遇水熔化
2,冰糖的溶解度小于水，冰糖在水中融化，溶解为糖水溶液。
1,冰糖在水中发生了溶解。
3,冰糖在水中，分子向四周扩散，分解至消失。
3,冰糖遇水开始溶解，由一个整体分子化分散在水中，宏观上出现逐渐消失的情况
0,冰糖融化了
0,溶解
2,吹风机对头发中的水分温度升高，空气流速快，蒸发量大。
2,吹风机吹出温暖的空气使头发上的水分温度升高，空气流速变快，蒸发速度加快
1,水被蒸发了。
1,水蒸气遇热蒸发。
1,温暖的空气将头发上的水蒸发了。
1,吹风机吹出的暖风将头发上的水分蒸发。
1,水蒸发掉了。
1,遇热蒸发
2,水珠蒸发吸热会带走小红头表面的热量而吹风机吹出的空气提供了大量的热，加快了水珠的蒸发
3,使用吹风机吹出温暖空气，因为吹风机内有电阻丝，通电后根据I2RT可以得出头发上的水吸热，由液态变为气态发生汽化，所以头发很快就干了。
1,有电阻，产生热量，空气加热
2,用吹风机吹干，提高了液体的温度，加快了空气的流动速度，可加快蒸发。
2,高温有助于水吸热蒸发，流动的空气有助于水蒸发
3,也是温度高，分子运动剧烈（加快），水分子汽化加快，故很快吹干了。“感觉很冷”，是因为水分子吸热（头皮表面）的热汽化，带走头皮热量。
3,温度高，分子运动剧烈。水分子汽化加快，很快吹干，感觉“很冷”是因为水分子吸热，带走热量。
0,P机=P电+P损
2,吹风机吹出的暖空气使头发上的水快速蒸发，使头发快速吹干
2,温度高使头发的水分不断蒸发。所以很快头发吹干。
1,水汽化
2,头发湿的，感觉很冷是因为水的比热容大，吸收热量。吹风机吹干头发，是因为水遇热蒸发
1,加快头发上的水分蒸发速度
2,头发上的水挥发放热，用吹风机吹，增加空气流通，头发很快被吹干。
1,加快头发上的水分蒸发速度
1,加热可以加快分子间的运动
1,因为加热可以加快分子运动
1,热风吹过，使头发上的水分蒸发速率加快。
2,空气流速增大，温度升高，使头发上的水的蒸发速度增加。
1,吹风机吹出的风，使头发上的水更快的蒸发了
1,吹风机吹热风，将头发上的大部分水吹走，小部分水蒸发
1,头发上的水在风和热的作用下蒸发变成气体
1,增加了头发表面空气流速和温度，使蒸发加快
1,空气对流蒸发了水分
1,让头发上水分子加速运动，也同时提高了温度
2,感觉冷是因为水汽化吸热。
1,暖风比冷风蒸发快
1,高温烘干水分。
1,液体遇高温蒸发。
2,头发表面有水，用吹风机吹头发时，头发表面有空气流过，且温度升高，于是水分蒸发
2,头发上的蒸发，吸收了一部分的热量；吹风机吹暖风，增大空气流速和温度，让水快速蒸发。
2,让头发上水分子加速运动，也同时提高了温度，会让头发上水分快速蒸发。
2,水是良好的溶剂，冰糖会溶解于水。
2,水是良好溶剂，而冰糖可溶。
3,水是良好的溶剂，能融大多数物质。冰糖可溶。所以当冰糖溶于水时，会发生溶解现象。
2,冰糖分子分散在水中
1,溶解
2,冰糖进入水中后，冰糖分子之间的相互作用力不足以维持其形态，冰糖分子散开与水分子冰糖溶解在水中
1,分子在做永不停息的无规则运动
1,分子在永不停息地做无规则运动
2,冰糖分子运动扩散于水中，冰糖溶于水
2,冰糖溶解于水中
2,冰糖中的糖分子扩散到水中，冰糖融化。
3,在水中，糖分子与水分子产生相互作用力，使糖分子进入水分子间的空隙中，和水分子一起形成水糖混合物
1,冰糖溶解在水中
1,糖分子运动到水中去了
3,水中对冰糖的溶解度未达到饱和，被水溶解，以人眼看不见的微小颗粒均匀分布在水中
1,冰糖分子X逐渐减小，直至人眼无法看到
1,冰糖可溶于水
3,水对糖的溶解度未达到饱和，被水溶解，以分子形式进入水分子之间空隙中。
1,溶解
1,冰糖溶点低，溶于水。
1,冰糖溶解，分子是运动的
1,糖会溶解在水中。
