label,text
1,冰糖溶解在水中
1,冰糖溶解
1,冰糖溶解在水中。
1,冰糖溶化
2,冰糖溶解在水中
1,冰糖可溶于水
3,水对糖的溶解度未达到饱和，被水溶解，以分子的形式进入水分子之间的空隙中。
1,冰糖融解了。
2,冰糖被水溶解成糖分子在水中。
1,冰糖溶解于水中
1,冰糖溶解于水中
3,冰糖为可溶解性物质，放入水中后逐渐溶解，进入水中，消失不见。
2,冰糖溶解在水中
1,飞机的相对子弹的速度为0或很小
2,飞行员与子弹飞行速度大小方向都一样两者相对停止
2,飞行员飞机的速度与了弹的速度相等，两个物体间保持相对静止，所以能抓住
3,飞机与子弹往同一方向飞行且速度相近，子弹相对于飞行员运动较慢，所以能抓住
1,飞机速度大小方向与子弹一样
1,飞行员飞行速度和子弹速度相近，二者几乎相对静止。
2,此时飞行员驾驶飞机飞行的速度与子弹飞行速度一致，两物体相对静止，所以飞行员可以抓住子弹
1,飞机驾驶员与子弹飞行子弹与驾驶员保持相对静止。
1,在飞机上的飞行员速度和子弹速度相近，保持相对静止
2,子弹的速度和飞机速度几乎一致，所以相对静止，飞行员能抓住
1,飞机与子弹速度一致，飞行员与子弹相对静止。
2,飞行员飞行速度较快，子弹飞行速度也快，飞行员和子弹相对静止，所以飞行员能抓住。
2,子弹相对于飞机静止，飞机驾驶员可以抓住子弹
1,子弹与飞行员相对静止
2,高速行驶的飞机和子弹的速度相同，子弹与飞机相对静止，所以飞行员能抓住。
2,飞行员所在的机舱与子弹同速，所以飞行员与子弹基本相对静止，所以飞行员可以徒手抓住正在飞行的子弹
3,子弹速度很快，飞机也一样，当两者速度相近及发生相对运动时（相对静止），手可以抓住
3,飞机速度与子弹速度一样，两者相对静止，因此能抓住。
2,飞机驾驶员与子弹一起飞行，子弹相对于飞机静止，所以子弹相对于飞行员静止所以可以徒手抓子弹。
1,子弹与机舱保持相对静止
2,飞行员与子弹飞行速度大小方向都一样，相对静止
3,因为在空中，飞行员的速度与子弹速度相同，保持相对静止，所以顺手一抓就能抓住。
2,在高速运动飞机驾驶员与子弹一同飞行，子弹相对于飞机位置没有发生变化，所以子弹相对于飞机是静止的，所以飞行员可以抓住子弹
1,高速运动时，子弹相对于飞机是静止的，飞行员相对于飞机也是静止的。
1,子弹与飞机一起飞行，子弹与飞机、飞行员相对静止
3,飞行员与子弹飞行速度大小方向都一样，相对静止
2,飞机与子弹速度大小几乎相同，方向几乎相同，所以几乎相对静止。
1,相对静止
2,飞行员与子弹飞行速度大小方向都一样，相对静止
1,飞行员与子弹速度相等，相对静止
2,高速运动的飞机驾驶员与子弹一起飞行，子弹相对于飞机位置没有发生改变，子弹相对于飞机是静止的，所以飞行员可以抓住子弹
3,子弹速度和飞机速度相近，保持相对静止所以几乎能抓住。
1,飞机的速度与子弹差不多，两者相对静止
1,飞行员的飞机与子弹共速
1,子弹相对于飞机是静止的
3,当子弹与飞行员速度相同时，子弹与飞行员相对静止，所以飞行员可以抓住子弹。
2,子弹与飞机速度相同保持相对静止
1,飞行速度大小方向都一样，相对静止
2,飞机的速度与子弹的速度相同。飞机相对于子弹相对静止
0,两个相对运动
3,子弹和飞行员的速度大小差不多，所以相对静止，所以能抓住。
1,v机=v弹
1,飞机的速度和子弹一样，此时飞行员的速度和子弹一样。
1,子弹相对飞机静止。
4,子弹与飞机速度、方向相同，相对于飞机静止，所以能抓住。
1,子弹在动，飞机也在动，以飞机为参照物，子弹是静止的。
2,飞机和子弹是相对静止的，飞机和子弹速度，方向都相同
4,子弹与飞行员是以相同速度，相同方向运动的，两者是相对静止的状态所以飞行员能徒手抓住子弹。
1,以正在飞行的飞机为参照物，子弹是静止的
1,飞机与子弹向而行，以飞机为参照物，则子弹与飞机向对静止。
1,以飞机为参照物子弹和飞机是相对静止的
1,飞行员与子弹相对静止
1,飞机和子弹相对静止。
2,子弹的速度与飞机的速度相同，差较小，所以子弹的速度变慢，飞行员就能抓住了。
0,因为阻力使子弹的速度变慢。
3,因为飞行员和子弹的速度近似相等，方向相同，所以飞行员与子弹相对静止。
2,当V机=V弹时，飞机与子弹相对静止，所以就可以用手抓住了。
2,子弹与飞机是相对静止的，所以可以抓住。
4,因为子弹与飞机的速度相等且方向一致，即两者处于相对静止状态，所以飞行员能徒手抓住正在飞行的子弹。
1,子弹与飞机是相对静止的
4,飞行员的运动速度与子弹的运动速度相同，方向也相同，是相对静止的，所以可以抓住。
4,由于当时飞机与子弹为相同速度，相同方向，程相对静止的状态，让飞行员人为这是一只小虫。
2,在高空飞行时，子弹和飞机相对静止，所以能够抓住。
1,两者都相对静止
2,因为此时以飞机为参照物子弹与飞机是相对静止的，所以能抓住。
1,因为他飞机的速度=子弹的速度。
4,以飞机为参照物子弹是静止不要，这是因为物体的相对静止。
1,子弹和飞行员相对静止的状态。
1,以飞机为参照物，子弹相对静止。
1,子弹与飞行员保持相对静止状态
1,在高空中，以飞机为参照物，子弹是静止的，飞机与子弹相对静止。
3,飞行员所在的飞机与子弹的速度相等，相对静止，所以飞行员能抓住。
2,子弹与飞机相对静止，子弹的速度变慢，对人的伤害也减小，所以飞机员可以抓住。
1,子弹相对于飞机静止，飞机的速度与子弹相等。
2,飞机在运对，子弹也在运动。以飞机为参照物子弹是静止的，以子弹为参照物飞机是静止的，所以它们相对静止。
4,飞机与子弹相对静止。
3,飞机的速度和子弹的速度几乎相差，两者相对静止，所以飞行员能抓住子弹。
3,因为飞机的速度与子弹飞行的速度大致相同，两者相对静止，所以能抓住。
2,子弹与飞机保持了相对静止。当子弹与飞机在作同向且同速的运动时，以飞机为参照物，子弹是静止不动的，所以飞行员能抓住。
3,因为这粒子弹的飞行速度和飞机的飞行速度相近，两者几乎相对静止，所以飞行员可以抓住
1,正在飞行的飞机与正在飞行的子弹在空中相对静止。
0,因为在天空上气压较低，子弹无法与地面飞行速度一样快
1,因为他们相对静止（子弹和机舱）
2,子弹与空气处于相对静止的状态所以能抓住。
2,飞机与子弹的速度是相对静止的，因此，飞行员能抓住子弹。
4,飞机与子弹的速度一相，子弹就与飞机相对静止了，所以以飞机为参照物子弹是相对静止的，所以飞行员能抓住。
2,以飞机为参照物，子弹的速度不大。
3,如果以飞机为参照物，那么子弹是不动的，因为子弹的飞行速度等于飞机的飞行速度。
0,飞机的速度比子弹速度快。
1,以飞行员为参照物时子弹是静止的飞行员是运动的。
3,飞行员操控的飞机与子弹飞行的方向，速度是相同的，在空气中它们是相对静止的，所以飞行员能抓住子弹
1,①方向相同②速度相同③路程相同
3,飞行员开飞机和空中飞行的子弹处于同一速度，同一方向，飞行员和子弹相对静止，所以可以抓住子弹。
2,飞机在飞，子弹也在飞，子弹与飞机速度相似或相等，以飞机在参照物，子弹是静止的。
1,因为飞机飞行速度与子弹飞行速度相似处于相对静止状态，以飞机为参照物时子弹是静止的
0,因为子弹与飞机速度相似。
2,飞行员和子弹以同方向，速度接近的条件下移动，以飞行员为参照物，子弹几乎静止。
1,飞机与子弹的速度都很快，子弹相对于飞机是静止的。
3,因为飞机行驶速度与子弹速度相等，以飞机为参照物，子弹是静止的，所以飞行员能抓住。
3,子弹的速度和运动方向与飞机相同，与飞机形成相对静止，所以容易抓住子弹。
0,当运动的物体是以飞机为参照物，那么子弹的速度是比飞机慢得多
2,当以运动的飞机是参照物时，子弹是相对静止的
1,因为子弹和飞机的方向、速度机乎相同，若以飞机为参照物，子弹的速度会相对来说很慢
2,子弹与飞机的速度接近，基本等于相对静止
0,飞机速度比子弹速度快
2,飞机与子弹都在告诉运动，且方向相同，速度相近，所以子弹的动能不大，所以飞行员可抓住子弹。
2,子弹与飞机有相同的速度和方向，它们保持相对静止。
2,以飞机为参照物，子弹是静止的，所以不能抓住
1,子弹相对于高速飞行的飞机来说是静止的。
1,因为飞行员相对于小虫是静止的
1,以运动中的飞机为参照物，子弹是相对静止的。
2,飞机和子弹同向飞行，速度差不多所以一抓就抓到了
2,因为以运动的飞机为参照物是，子弹是静止的，所以可以抓住。
3,以飞机为参照物，子弹与飞行的飞机速度相似，方向相同，是相对静止的，所以能抓住
2,子弹相对于飞机是相对静止的，所以飞行员能抓住子弹
2,正在飞行的子弹相对于正在飞行的飞机是静止的，所以能抓住。
3,因为子弹、飞机的速度、方向大致相同，子弹相对于飞机为相对集中状态，容易被飞行员抓住。
3,子弹的速度与方向与飞机相同，以飞机为参照物，子弹为静止的，所以可以抓住。
2,在飞行员的眼中以飞机为参照物，和子弹进行对比子弹是静止的，说明飞机的运动速度与子弹的速度几乎相同，并且方向一致
2,因为子弹方向与速度与飞机方向速度相同，两者便相对静止
2,当以飞机作为参照物时，子弹是相对静止的，所以可以抓到。
2,当以飞机为参照物时，飞机于子弹是相对静止的。所以飞行员能抓住子弹。
1,以飞机作为参照物子弹速度不变
2,飞机与子弹方向相同，速度相同，以飞机为参照物，子弹是静止不动的
2,因为子弹相对于飞行员是静止的，所以可以被抓住。
2,子弹的速度=飞机的速度，所以子弹与飞机处于相对静止状态中
1,以飞机为参照物，子弹与飞机速度相同
2,子弹和飞机飞行速度和方向大致相同，所以相对飞机静止。
2,子弹与飞机速度都很快，子弹相对于坐在飞机中的飞行员是静止的
0,因为当时可能飞机没有在飞在地面上。
2,因为飞机的速度等于子弹速度，子弹飞机需于相对静止状态
2,飞机在空中运动，子弹同时也在运动，根据相对运动可知，相对于飞行中的飞机，子弹运动缓慢。
4,子弹在飞行时有很快的速度，飞机在飞行时也有很大的速度，两者速度相差无几，因此子弹相对于飞机或飞机中的飞行员来说相对静止或缓慢运动，因此飞行员可以抓住子弹
4,飞行员处于飞速行驶的飞机上，运动是相对的，飞行员相对于飞机静止，子弹在飞速行驶的飞机中，相对于飞机是静止的，因此能抓住。
0,飞机外气流快，内部气流慢，所以内部气压大于外部气压，子弹由外界进入飞机内，所以速度变慢
4,子弹飞行速度与飞机速度相差不大，二者相对静止，可以徒手抓住，日常生活中自身与子弹飞速度相差很大，以我们自身为参照物，子弹飞速运动，所以抓不住。
2,由于高空中，飞机在做匀速直线运动，子弹也在做匀速直线运动，所以飞行员眼中子弹是相对静止的，所以可抓住
3,在飞机飞行和子弹飞行速度相同，子弹对于飞机为相对静止状态所以能抓住。
0,飞机外气流快，内部气流慢，内部气压大于外部气压，进入时速度变慢
0,飞行员在飞机里，飞机同子弹一起做运动，由于惯性子弹可以被徒手抓住。
0,在高空中
0,因为他是在空中，气压低
2,因为子弹和飞行员都在运动，那么子弹相对于飞行员来说就是静止状态，所以能顺手抓住。
0,①子弹在飞行时具有惯性。
2,因为在高空中，飞机在作匀速直线运动，子弹也在作匀速直线运动，所以在飞行员眼中都是相对静止的，所以可以抓住。
1,飞行员与子弹在空中齐飞，速度相同，所以飞行员能够抓住。
0,因为飞机向前飞时子弹也在向前，但是由于子弹有惯性，且在高空中，空气流速慢，会缓慢向前，所以能抓住。
0,子弹与飞机保持相对运动，飞机速度比子弹较快
0,子弹发射出在空中会受到空气的阻力，所以运动速度减慢，所以飞行员可以抓住。
1,因为飞机与子弹一行在运动，在人的视角来看，子弹就是与人同一速度
0,由于惯性飞机内部气流快与外界形成大气
0,子弹发射在空中会受到空气的阻力，所以运动速度减慢，所以飞行员可以抓住子弹。
0,机舱重力使子弹飞行轨迹变化
0,在子弹运动时，飞机也在运动
2,飞行员在空中飞行，子弹也在空中飞行，速度相同，所以能抓住。
3,因为子弹在高速移动时，飞行员也在告诉运动，相对于飞行员，子弹没有运动。
0,飞机外部气流快，内部气流慢，内部气压大于外部气压，子弹由外飞进内，所以速度变慢。
0,惯性
0,在高空中，空气流速会变得慢一些，使子弹出现“小飞虫”的假想。
0,飞机外部气流快内部气流慢，内部气压大于外部气压子弹外飞向内所以慢
2,一个物体运动，另一个物体随着运动，当两个物体速度一样时，可以手抓子弹
2,因为飞机的移动速度达到了子弹的速度，所以在速度相同的情况下可以抓住正在飞行的子弹。
0,因为高空气压大阻值大
2,飞机外部气流快，内部气流慢内部气压大于外部子弹由外飞进内所以慢
1,飞机飞行速度和子弹飞行速度一样。
1,飞机和子弹速度差不多
0,子弹在发射的时候速度较快，由于惯性使飞行员可能徒手抓住正在飞行的子弹。
2,飞机的飞行速度与子弹的飞行速度相同，方向一致，相对静止
3,因为飞机与子弹沿相同方向运动，且飞机与小虫速度相近，飞机与小虫相对位置变化不大，所以可以抓住。
2,因为高速飞行员和子弹一起运动，所以对彼此来说双方是静止的，所以能抓住。
3,飞机在空中飞行的过程中速度与子弹速度相差无多，以飞机为参照物，则子弹应为静止的，所以飞行员可抓住飞行中的子弹
0,飞机在空中飞行时，速度较大，同时子弹也在空中飞行。
2,飞机与子弹速度一致，所以两者相对静止。
2,子弹与飞机飞行速度相等，是由两者是相对静止的，可以抓住
0,子弹的速度变慢了，声音不能在真空中传播，由于XX
2,因为告诉运动的飞行员与子弹一起飞行，子弹相对于飞机来说是经静止的
2,飞机在飞子弹在飞，飞行速度一样所以飞行员可以抓住
1,因为子弹和飞机速度差不多，以飞机为参照物子弹是静止的，所以能抓住
1,子弹由于惯性向前飞，而飞机也在向前飞，所以在飞行员眼里子弹速度变慢。
1,因为高速运动的飞行员与子弹速度大体相同
2,飞机的速度与子弹的速度大，以人为参照物，子弹是静止的，所以能抓住
0,飞机速度飞行快，身边空气流动快，压强大使子弹飞行速度慢
0,相对运动
3,因为高速运动的飞行员与子弹一起飞行，子弹相对于飞机来说是静止的，所以能抓住。
0,压强大，子弹速度变速
0,这个子弹没有在飞行
2,飞机的速度和子弹的速度差不多，声音在空中子弹在飞行员眼中相对于静止的。
3,因为高速运动中的飞行员与子弹一起飞行，子弹相对于飞机来说是静止的，声音可以抓住
2,飞机速度快与子弹的速度基本相同，是由可以抓住
1,因为飞机同是也在运动，子弹与飞机速度一样时子弹速度减缓
0,海拔越高气压越小，在气压小的时候人会出现觉。从而看错。海拔越高，氧气越少，人会出现高原反应，从而缺氧。出现觉
0,速度差不多
2,因为飞机和子弹沿相同方向移动且速度相当，所以可以抓住
2,在船舱中的子弹，由于惯性，持续地飞，飞机X飞，两者速度相同时，子弹就像是在静所以可以抓住。
1,在运动中，子弹与飞行员是一起运动
0,机舱内的空气阻力减小，子弹飞行的速度降低。
3,飞机在空中飞行速度与子弹大差不多，所以在空中子弹和飞机在飞行员眼中如同静止，所以可以徒手抓住飞行的子弹。
0,因为他是超人
1,子弹具有惯性和飞机速度一样
0,平时的子弹是很快的，但飞行员在飞行中比子弹还快，所以子弹像“小虫”。
0,因为在天空中受大气压的原理压强很大使飞行员能抓住
2,飞机运动速度与子弹速度相同，相对静止
2,子弹的飞行速度和飞机的飞行速度相同，子弹和飞机保持相对静止。
2,飞机的速度和子弹速度相同，相对静止。
1,相对静止。
3,飞机与子弹一起飞行，速度相同，子弹相对静止。
1,飞机速度与子弹速度相同
2,飞机的速度和子弹的速度一样，相对静止
1,相对静止的。
3,飞机飞机的速度很快，在空中，空气阻力较大，而子弹质量很小，所以两种共同飞行飞，飞行员与子弹可以保持相对静止，因此可以抓住飞行的子弹。
1,相对静止
2,因为高速流动的飞机驾驶员与子弹一起飞行，子弹相对于飞机的位置没有发生改变，所以子弹相对于飞机是静止的。
1,因为飞行员与子弹相对静止
3,已知飞行员在机舱中，故随飞机移动，速度大于或等于子弹，根据相对运动的物体对于另一个速度相同物体来说加速度是不变或变化很慢的，动能相对小，故能抓住子弹。平时不可能徒手抓住子弹是因为子弹相对于静止或速度相差很大的慢速运动物体来说有很大的动能，动量人体无法承受，与空气摩擦也会产生较大的热量，更不可能抓住。注：飞机在平流层飞，空气稀薄，子弹飞行不会产生较大热量
2,已知飞行员在机舱中，故随飞机移动，速度大于或等于子弹，根据相对运动的物体对于另一个速度相同物体来说加速度是不变或变化很慢故能抓住子弹。
1,机械与子弹速度差不多
3,飞行员和子弹运动方向相同，速度几乎相同，所以飞行员能抓住子弹
2,由于机舱高速飞行，相对于子弹飞行来看，子弹速度非常慢，所以可以徒手抓子弹。
1,子弹相对于飞机是静止的
0,分子间的相对运动。
1,与子弹保持相对静止或其趋势。
3,在天空中，子弹的速度与飞机速度相差较小，相对静止，飞行员可以抓住子弹
1,与子弹保持相对静止或趋势
2,子弹相对于飞机是静止的，所以能抓住
1,他们之间的速度相对静止
1,他们之间的速度相对静止
2,子弹与飞机达到了共速，相对于飞行员静止。
3,因为子弹与飞机速度大致相同，以子弹为参考系，飞机与子弹相对静止，所以飞行员可以抓住子弹
2,子弹相对于飞机是静止的，所以飞行员能抓住
2,因为飞机的速度和子弹的速度很接近，所以飞行员可以徒手抓住
2,飞机的速度与子弹的速度相近；在飞行员眼中子弹速度就慢了
2,飞机与子弹的速度和方向相同，飞行员以飞机为参考系，二者是相对静止的
1,运动相对静止了
1,方向一致时，子弹与飞间相对静止
2,子弹向前运动时，飞机也在向前速度相差不大，所以能抓住
2,子弹当时瞬间的运动速度与手速度相同，保持相对静止
2,因为子弹的运动方向与速度与飞机相同，呈相对静止状态。
1,相对静止
3,飞行过程中，飞机与子弹速度相同，所以飞机与子弹相对静止，可以轻松地抓住子弹
2,当子弹速度和飞机速度差不多时，子弹与飞机的相度速度就可以等比减小，那么子弹的速度就不会像原有的那般大，人就能抓住。
2,速度、方向一致时，子弹与飞机之间相对静止
1,热传递至两水等温
4,热水与冷水之间有温差，有热传递，冷水升温热水降温，直至温度一致，所以变为温水。热水中分子运动加快，冷水中慢，混在一间，分子间碰撞传递能量，直至每个微粒间能量一致，变为温水
2,冷水升温需要热量，热量由高处向低处流动，热水中热量流入冷水中，使冷水升温冷热间热量流动相对平衡
2,热传递，热量从温度高的热水传递到冷水中，直至温度相等。
1,热水冷水存在温度差，发生热传递
1,能量从高温处流向低温。
2,分子之间有空隙，分子是不断运动的，热水的微粒会被均匀分布在混合水中。
2,热水放出热量发生热传递直至冷水温度与热水温度一致。
1,热水和冷水接触，热水和冷水之间进行热传递使温度增高
1,温度不一样的物体，热能会传递至温度相等，热能量不变，传递给另一物体后温度下降。
3,热水内能大，具温度差进行热传递，冷水内能小，热量由多的地方转向热量少的地方，所以热水与冷水混合变成温水。
3,热水和冷水之间有温差，能量会从高温物体传向低温物体，最终达到温度相同。
2,根据Q=cmΔt，热量从温度高转移到温度低的物体，直至两边平衡，热水的热量被冷水吸收，变成温水
1,能量转移
1,发生能量转移，热能传递给冷水，热水速度下降至温水冷水温度上升至温水。
3,热水和冷水有温度差，会进行热传递，能量从高温流向低温，最终它们会变成温水
1,一定是热水和冷水，热水遇冷放热，冷水吸热，当两者是适量时，即热量平分时会变成温水
2,冷与热水进行热传递，实质是内能的转移，直至各部分温度一样时停止。
3,因为分子间具有间隙，热水和冷水会相互混合，把空袭填充起来，冷水与热水混合就变成温水，存在温度差，会发生热传递。
0,水具有热传导性
4,热水冷水间有温差，有热传递，冷水升温热水降温直到温度一致，所以变温，热水分子运动快冷水中慢，混在一起，能量传递。
2,冷水吸收热水的热量而升温，热水的热量因被冷水吸收而降温，二者中和变成温水。
2,热水和冷水混合，发生了能量的转移，热能给了冷水，使得热水温度下降至温水，冷水温度上升至温水
2,热水中的热量传递给了冷水，使冷水升温，热水消耗热量降温，随意变成温水。
1,分子间存在空隙，存在温度差，发生热传递。
3,热水和冷水间存在温差有热传递，冷水升温，热水降温直到温度一致，温差消失。
1,热水将热量传递给冷水，直至温度相同。
0,因为热的会变冷，冷的会变热
4,热水遇冷水，会有温差，有热传递，冷水升温，热水降温直到温度一致，所以变温，热水分子运动快，冷水中慢，两个混在一起，能量传递会变成温水
1,温度高向温度低进行热传递
3,热水温度高于冷水，两种水混合后平均温度降低，同时热量被传递给冷水使其温度升高。
2,一定热量热水冷水，有温度差产生热传递，高温补充低温，等到温度相同时变成温水
3,因为热水分子间隙较大，冷水分子间隙较小，冷水分子填充到热水分子中，就变成温水了。
1,热传递
3,热水遇冷水进行热传递，不断将热传给冷水，直至原来的冷水热水水温相同，就变成了温水
2,冷水与热水间存在温度差发生热传递
2,热水与冷水间存在温差，有热传递，冷水升温
2,热水内能大，冷水内能小，热冷内能中和变成温水
1,热传递高温向低温直至温度相等
2,冷水和热水中的分子不停的运动，使混合物中冷、热水分子均匀分布，变成温水。
4,两者温度不同，热水和冷水发生热传递，冷水吸热，热水放热，直到两者温度相同，不再热传递。
2,热量由热水传递给冷水，最终两种水温度相同，热量不再相互传到，变为温水。
2,当热水和冷水混合时，热水和冷水之间进行热传递，所以会变成温水
2,热水遇到冷水放热，冷水遇到热水吸热，中和一下就成了温水。
1,①冷水密度大于热水。②构成物质内分子总在永不停息地做无规则运动。
2,热水与冷水热量一多一少，发生热传递，最终维持在稳定状态后变成温水
2,热水与冷水发生热传递，热水放热冷水吸热，变成温水。
2,因为热水和冷水接触时发生了热传递，热量从热水到达冷水，热水降温，冷水升温，成了温水。
2,因为将热水和冷水混合，热水会发生热传递，冷水会变热，但冷水和热水质量就这么多，所以会变成温水。
2,冷水温度低，热水遇冷水会将热量传递给冷水，所以会变成温水。
1,热水放热。冷水吸热。
1,因为分子在不断运动
1,分子在不停运动。
1,热水遇冷放热，冷水遇热吸热
2,热水、冷水减发生热传递。
2,热量总是从温度高的物体传递到温度低的物体，所以当热水冷水混合时，热量减小，所以变为温水。
2,热量总是从温度高的物体传递到温度低的物体，所以当热水与冷水混合时，热水的热量减小，冷水的热量增大，从而变成温水
2,热水与冷水之间发生热传递，热水放热冷水吸热，直至它们温度相同，都变成温水。
4,①热水中的水分子运动得更剧烈，冷水中的水分子混合入热水后，进入了热水分子的运动间隙中，两者优势互补，形成运动适中的水分子，使成为温水。②热水与冷水间会发生热传递。
3,冷水与热水混合后，会发生热传递，又由Q=cmΔt知，热水与冷水发生热传递时，两物质比热容相等，因此会使热水降低一定温度，冷水升高一定温度（与其质量成反比），从而变成温水。
3,热水和冷水混合后，会发生热传递，已知Q=cmΔt，两者热传递时比热容相同，则温度介于两者之间，变成温水。
2,因为热水遇冷会凝固，则凝固的过程中不断放热，所以热水温度降低同时，冷水也在不断吸热，所以冷水温度升高，直至两者温度相同，变成温水。
3,热水与冷水有温度上的差异，在混合后，由于比热容不同，热水会放热，而冷水会吸热。当它们的温度变得相同时，热水放去了一部分热，变成温水，而冷水也吸取了一部分热，变成温水，从而可知，热水与冷水混合后会变成温水。
2,冷水吸收了热水的温度，直至将热水吸热与自己的温度相同时停止吸热，因而变成温水。
2,热水中部分热量从热水传递到冷水中，热水变冷，冷水变热因此混合为温水
2,热水中部分热量，传递到冷水中，热水变冷，冷水变热，形成温水。
2,热总是由温度高的物体传向温度低的物体，于是热水温度降低，冷水温度升高，得到温水。
3,热的水分子与冷的水分子结合，发生热传递热水能量减弱，冷水增加，所以变成温水
2,由于两杯水存在热量差，混合时发生热传递，热水温度降低，冷水温度升高，成为一杯温水
2,当热水与冷水混合时，热量不变，水量增加，水中发生热传递，使热水与冷水变成温水。
3,热总是由高温物体向低温物体传递，直至温度相等，所以热从热水传递到冷水，直至没有温度差，变成温水。
2,热水与冷水混合后，会发生热传递。
1,分子有间隙，在不停做无规则运动水的比热容大。
1,热水热量为Q1，质量为m，冷水热量为Q2，质量为m2，则有Q1/m1>Q1+Q2/m2+m1>Q2/m2
4,热空气向上，冷空气下降
1,热水分子动能大，冷水分子动能小能量叠加综合
1,热传递。
3,温度高的一方向温度低的一方传递热量，直至二者温度相等，分子间有间隙并在做永不停息的无规则运动。
2,温度由温度高的传向低的，热水遇冷水，内能减少，温度降低，冷水遇热水，内能增多，温度升高
3,根据温度总是从高的一侧传导至温度低的一侧，当二者混合时，热水将热量传递给冷水，但因为不能持续吸热，自身温度会下降，直到二者温度相同
2,当热水与冷水混合时，两者之间有温度差，会发生热传递，所以热水的水温下降，冷水的水温上升，温度稳定后就形成了温水
1,热传递，从高温传递到低温处
3,因为热水与冷水有温度差，热水的一部分热量传递到了冷水，所以热水变冷，冷水变热，直到温度相同成为温水。
2,热水遇到冷水放热，冷水遇到热水吸热，使热水中的热量分到冷水中，合成温水。
3,有温度差异的两种（或同种不同温）物体永远在发生热传递。此时较热方热水放热，同时较凉方（冷水）放热，过一段时间两者混合后温度会变为处于二者初温中间的一个温度，所以二者混合后变为温水。
1,热传递。温度高的物体总是将热量传给温度低的物体，直至温度相当。
2,热水和冷水相遇，会发生热传递，使热水和冷水温度相同。
